Source_ID,data_id_code,title,language,abstract,provider,published_year,data_public,licence,dataset_citation,domain_class,DOI,URL
304,pangaea_brazil_lcov_2020,Land use and land cover maps for Amazon biome in Brazil for 2001-2019 derived from MODIS time series [dataset].,english,"This dataset contains the yearly maps of land use and land cover classification for Amazon biome, Brazil, from 2000 to 2019 at 250 meters of spatial resolution. We used image time series from MOD13Q1 product from MODIS (collection 6), with four bands (NDVI, EVI, near-infrared, and mid-infrared) as data input. A deep learning classification MLP network consisting of 4 hidden layers with 512 units was trained using a set of 33,052 time series of 12 known classes from both natural and anthropic land covers.",PANGAEA,,TRUE,CC BY 4.0,"Câmara, Gilberto; Simoes, Rolf; Picoli, Michelle; Andrade, Pedro R; Rorato, Ana; Santos, Lorena; Maciel, Adeline; Sanches, Ieda; Coutinho, Alexandre; Esquerdo, Julio; Antunes, Joao; Arvor, Damien; Begotti, Rodrigo; Sanchez, Alber; Queiroz, Gilberto; Ferreira, Karine (2020): Land use and land cover maps for Amazon biome in Brazil for 2001-2019 derived from MODIS time series [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.911560",Brazil,https://doi.org/10.1594/PANGAEA.911560,https://doi.pangaea.de/10.1594/PANGAEA.911560?format=html#download
305,uc_usa_anchialinepool_2015,Modeling potential shifts in Hawaiian anchialine pool habitat and introduced fish distribution due to sea level rise,english,"Global mean sea levels may rise between 0.75 and 1.9 m by 2100 changing the distribution and community structure of coastal ecosystems due to flooding, erosion, and saltwater intrusion. Although habitats will be inundated, ecosystems have the potential to shift inland, and endemic species may persist if conditions are favorable. Predictions of ecosystem migration due to sea level rise need to account for current stressors, which may reduce the resilience of these ecosystems. This study predicts the potential consequences of sea level rise on the groundwater-fed anchialine pool ecosystem in Hawaii. Scenarios of marine and groundwater inundation were compared with current patterns of habitat, introduced fishes, and land use. Results show that current habitats containing endemic anchialine shrimp will be increasingly inundated by marine waters. New habitats will emerge in areas that are low lying and undeveloped. Because of subsurface hydrologic connectivity, endemic shrimp are likely to populate these new habitats by moving through the coastal aquifer. In some areas, rising sea levels will provide surface connectivity between pools currently containing introduced fishes (tilapia, poeciliids) and up to 46 % of new or existing pools that do not contain these fish. Results predicting future habitat distribution and condition due to sea level rise will support conservation planning. Additionally, the interdisciplinary approach may provide guidance for efforts in other coastal aquatic ecosystems.",University of California,,FALSE,NA,"Marrack, L., 2016. Modeling potential shifts in Hawaiian anchialine pool habitat and introduced fish distribution due to sea level rise. Estuaries and Coasts, 39, pp.781-797.",Regional,https://doi.org/10.1007/s12237-015-0025-5,NA
306,tnc_usacan_terrestrial_2015,Terrestrial Habitat Map for the Northeast US and Atlantic Canada,english,"The map is based on over 4,000,000 data points and polygons, contributed by: US State Natural Heritage programs, Atlantic Conservation Data Centre, US Forest Inventory and Analysis, Provincial Forest Inventories (NS, NB, QC, PEI), Private Forest Inventories. A steering committee of over 40 US and Canadian guided the project.",The Nature Conservancy; Eastern Conservation Science,,TRUE,Unknown,"Ferree, C and M. G. Anderson. 2013. A Map of Terrestrial Habitats of the Northeastern United States: Methods and Approach [Data set]. The Nature Conservancy, Eastern Conservation Science, Eastern Regional Office. Boston, MA. Available from: https://www.conservationgateway.org/ConservationByGeography/NorthAmerica/UnitedStates/edc/reportsdata/terrestrial/habitatmap/Pages/default.aspx",Regional,NA,https://tnc.app.box.com/s/ujvjfelrfk0nqgslgli89lkgp7zxbwdy
307,cbas_global_coastal_2025,GCL_FCS30: a global coastline dataset with 30-m resolution and a fine classification system from 2010 to 2020,english,"A Global CoastLine Dataset (GCL_FCS30) with a detailed classification system, including categories for (0) artificial, (1) biogenic, (2) sandy, (3) muddy, (4) rocky, and (5) estuary coastlines for 2010, 2015, and 2020. The coastline extraction employed a combined algorithm incorporating the Modified Normalized Difference Water Index (MNDWI), an adaptive threshold segmentation method based on the Maximum Between-Class Variance Method (OTSU), and the Canny edge detector. The coastline classification was performed using a hybrid transect classifier that integrates a random forest algorithm with globally stable training samples derived from multi-source geophysical data.",International Research Center of Big Data for Sustainable Development Goals,,TRUE,Creative Commons Attribution 4.0 International,"Zhang, L., Zuo, J., Chen, B., Hu, Y., Wang, Y., Li, K., Xie, Z., Shao, Y., & Tian, X. (2024). GCL_FCS30: a global coastline dataset with 30-m resolution and a fine classification system from 2010 to 2020 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.13943679",Global,https://doi.org/10.5281/zenodo.13943679,https://zenodo.org/records/13943679
308,stanford_palmyra_veg_2019,Palmyra Atoll Vegetation Classification,english,"Vegetation classification map of Palmyra Atoll generated by a machine learning algorithm from a December 2016 WorldView-2 image. File is GEOTIFF format referenced to WGS84, UTM zone 3N. Pixel values correspond to vegetation types as follows: 0=coconut monoculture; 1=native forest; 2=scaevola shrub; 5=non-vegetated land. Pixels with no data represent water. See M.W. Burnett et al. (2019) in the International Journal of Remote Sensing (https://doi.org/10.1080/01431161.2019.1594440) for more information.",Stanford University,,TRUE,CC-By Attribution 4.0 International,"Burnett, M. (2019, April 7). Palmyra Atoll Vegetation Classification. https://doi.org/10.17605/OSF.IO/J2STA",Regional,https://doi.org/10.17605/OSF.IO/J2STA,https://osf.io/j2sta/files/osfstorage
309,landcare_nz_lcov_2019,"LCDB v5.0 - Land Cover Database version 5.0, Mainland, New Zealand",english,"The New Zealand Land Cover Database (LCDB) is a multi-temporal, thematic classification of New Zealand's land cover. It identifies 33 mainland land cover classes (35 classes once the offshore Chatham Islands are included). The classification was revised between versions 1, 2, and 3 but has been consistent thereafter, and always with backward compatibility maintained. Land cover features are described by a polygon boundary, a land cover code, and a land cover name at each nominal time step; summer 1996/97, summer 2001/02, summer 2008/09, summer 2012/13, and summer 2018/19. The data set is designed to complement in theme, scale and accuracy, New Zealand’s 1:50,000 topographic database (www.linz.govt.nz/land/maps/topographic-maps/topo50...). LCDB is suitable for use in national and regional environment monitoring, forest and shrubland inventory, biodiversity assessment, trend analysis and infrastructure planning. The classification used in LCDBv5.0 is presented in the document 'LCDBClassesAtVersion5.pdf' and a table correlating LCDB classes over all versions is presented in the document 'LCDBClassCorrelations.pdf'. Both of these are among the accessory documents to this dataset in the LRIS portal (lris.scinfo.org.nz/). LCDB version 5.0 was released in January 2020 and includes corrections to all time steps1997/97, 2001/02, 2008/09, 2012/13 and 2018/19 for both the New Zealand mainland and Chatham Islands. A description of work undertaken for this release (including that of all earlier releases) is presented in the Lineage section. Of particular note at version 5.0 is the addition to LCDB, of attributes designed to readily identify and monitor wetlands over time and a similar capability to manage significant coastal changes. “EditAuthority” and ""EditDate"" are attributes, maintained since version 3.0 to indicate authorship and nominal date of polygon mapping, edit or change. Errors in the data due to misclassification (rather than land cover change) or poor delineation can be reported to Landcare Research for inclusion in the next release using the online feedback facility in lris.scinfo.org.nz/.",Manaaki Whenua Landcare Research,,TRUE,CC-By Attribution 4.0 International,"Landcare Research. (2020). Land Cover Database Version 5.0. Manaaki Whenua Landcare Research, https://lris.scinfo.org.nz/layer/104400-lcdb-v50-land-cover-database-version-50-mainland-new-zealand/",New Zealand,https://doi.org/10.26060/W5B4-WK93,https://lris.scinfo.org.nz/layer/104400-lcdb-v50-land-cover-database-version-50-mainland-new-zealand/
310,ntg_au_lu_2016_2024,"Land Use Mapping Project of the Northern Territory, 2016 - 2024 (LUMP)",english,"The Northern Territory Land use mapping for improved biosecurity outcomes product represents contemporary land use for 2016 - 2024, mapped to a national classification scheme developed by the Australian Collaborative Land Use and Management Program (ACLUMP). Land use across the Northern Territory has been classified using the latest version of the Australian Land Use and Management Classification Version 8. The Australian Land Use and Management Program aims to provide nationally consistent spatial information to assist in planning, natural resource condition monitoring and investment, agricultural productivity and sustainability, biodiversity conservation, natural disaster management and biosecurity.

There are 191 Tertiary Land Use Classes that are grouped into 6 Primary Classes and subdivided into 32 Secondary Classes. Each land use class is defined with a text description as well as a numeric code between 100 and 699. The six primary classes of land use are distinguished in order of increasing levels of intervention. The ALUM classification version 8 also includes fields to describe agricultural commodities - for consistent recording of detailed information about perceived intervention to the landscape, including crops, livestock and management at the time of mapping.",Northern Territory Government,,TRUE,Creative Commons Attribution 4.0 International Public License,"NT Government. (2024). Land Use Mapping Project of the Northern Territory, 2016 - 2024 (LUMP).",Regional,NA,https://data.nt.gov.au/dataset/land-use-mapping-project-of-the-northern-territory-2016-current-lump
311,usda_usa_lcov_2022,Not just crop or forest: an integrated land cover map for agricultural and natural areas,english,"Due to the key role surrounding landscape plays in ecological processes, a detailed characterization of land cover is critical for researchers and conservation practitioners. Unfortunately, in the United States, land cover data are split across thematic datasets that emphasize agricultural or natural vegetation, but not both. To address this gap, we merged two datasets, the LANDFIRE National Vegetation Classification (NVC) and USDA-NASS Cropland Data Layer (CDL), to produce integrated ‘Spatial Products for Agriculture and Nature’ (SPAN). Our workflow leveraged strengths of the NVC and the CDL to create detailed rasters comprising both agricultural and natural land-cover classes. We generated SPAN annually from 2012–2021 for the conterminous United States, quantified agreement and accuracy of SPAN, and published the complete computational workflow. In our validation analyses, we found that approximately 5.5% of NVC agricultural pixels conflicted with the CDL, but we resolved most conflicts, leaving only 0.6% of agricultural pixels unresolved in SPAN. These ready-to-use rasters characterizing both agricultural and natural land cover will be widely useful in environmental research and management.",United States Department of Agriculture,,FALSE,U.S. Public Domain,"Kammerer, Melanie; Iverson, Aaron L.; Li, Kevin; Goslee, Sarah C. (2022). Data from: Not just crop or forest: building an integrated land cover map for agricultural and natural areas (tabular files). Ag Data Commons. https://doi.org/10.15482/USDA.ADC/1527977",USA,https://doi.org/10.15482/USDA.ADC/1527977,https://doi.org/10.1038/s41597-024-02979-w
312,leca_europe_eco_2025,EUNIS Habitat Maps: Enhancing Thematic and Spatial Resolution for Europe through Machine Learning,english,"The EUNIS habitat classification is essential for categorising European habitats and supporting European policy on nature conservation and to implement the Nature Restoration Law. As such, to meet the growing demand for detailed and accurate habitat information, we provide spatial predictions for 260+ EUNIS habitat types at EUNIS level 3, together with validation and uncertainty analyses. 

More specifically, using ensemble machine learning models together with high-resolution satellite imagery and other climatic, terrain and soil variables, we produced an European habitat map at a 100-m resolution indicating the most likely EUNIS habitat at level 3 for every location across Europe. Predictions were validated for three independent countries, namely for France, the Netherlands and Austria. We also provide information on uncertainty and the most probable habitats at level 3 within each EUNIS level 1 formation. Products can be further refined with accurate and local land cover data. This product is thus likely to be particularly useful for restoration but also conservation purposes.",Laboratoire d'Écologie Alpine; Wageningen University & Research,,TRUE,CC BY 4.0,"Si-Moussi, S., Hennekens, S., Mucher, S., & THUILLER, W. (2025). EUNIS Habitat Maps: Enhancing Thematic and Spatial Resolution for Europe through Machine Learning [Data set]. Zenodo. https://doi.org/10.5281/zenodo.16985100",Europe,https://doi.org/10.5281/zenodo.16985100,https://zenodo.org/records/16985100
313,big_indonesia_coastal_2025,National-scale mapping of ecosystems to improve ocean accounting for marine and coastal management in Indonesia,english,"This study presents a comprehensive national-scale mapping of Indonesia's coastal ecosystems — coral reefs, mangroves and seagrass — using Sentinel-2 and SPOT satellite imagery. The mapping covers 2018 and 2021, validated with ground-truthing and secondary data and spatial analyses were conducted using modelling and digitisation. This study revealed changes in ecosystem extent where coral reefs increased from 1,212,207.46 ha in 2018 to 1,216,249.74 ha in 2021, while seagrass expanded from 273,122.60 ha to 273,950.87 ha and mangroves expanded from 3,329,459.72 ha to 3,364,769.05 ha. Despite these overall increases, localised declines were observed due to human-driven degradation, particularly in Fisheries Management Areas 571, 573, 711, 713, 714, 715 and 716. The study highlights the importance of accurate spatial data for ocean accounts, aiding in the calculation of ecosystem services and providing information for marine spatial planning, marine protected areas and fisheries management. We also addressed challenges, including data limitations, technological infrastructure, methodological advancements and time constraints. These findings underscore the need for integrated management and conservation efforts to maintain and enhance the resilience of coastal and marine ecosystems.",Geospatial Information Agency (BIG); Ministry of Marine Affairs and Fisheries; The National Research and Innovation Agency of The Republic of Indonesia; Rekam Nusantara Foundation,,FALSE,Unknown,"Gunawan TS, Hamidah M, Rahayu AK, Septiani NN, Pingkan J, Hermansyah A, Farhan M, Sholihah R, Arundina AB, Minarni DR, Susanti R, Gustiar GG, Kusumastuti DN, Maharani GR, Nurhakim MD, Khalishah PV, Rahman IF, Nugianto N, Hakim A, Agung F, Rosdiana A, Retnoningtyas H, Hartati ID, Muttaqin E, German S, Gacutan J, Yulianto I (2025) National-scale mapping of ecosystems to improve ocean accounting for marine and coastal management in Indonesia. One Ecosystem 10: e155166. https://doi.org/10.3897/oneeco.10.e155166 [data set]",Indonesia,https://doi.org/10.3897/oneeco.10.e155166,NA
314,wwf_congo_forests_2022,Congo Basin Forest Ecosystems,english,"These data are a compilation of spatial analysis for prioritization of Congo Basin forests, a collaboration between WWF/WCS/WRI/FSC/CIRAD.",WWF; WCS; WRI; FSC; CIRAD,,TRUE,Unknown,"Aurélie C. Shapiro, Hedley S. Grantham, Naikoa Aguilar-Amuchastegui, Nicholas J. Murray, Valery Gond, Djoan Bonfils, Olivia Rickenbach, Forest condition in the Congo Basin for the assessment of ecosystem conservation status, Ecological Indicators, Volume 122, 2021, 107268, ISSN 1470-160X,https://doi.org/10.1016/j.ecolind.2020.107268 [data set]",Congo,NA,https://panda.maps.arcgis.com/home/item.html?id=23ed36037ac14b479dd787d7fd418b9e
315,sysu_arctic_lcov_2022,Circumpolar Arctic Land Cover for circa 2020 (CALC-2020),english,"Circumpolar Arctic Land Cover for circa 2020 (CALC-2020) is a new baseline land cover product that maps the entire terrestrial Arctic (tree line nowthward) at 10m resolution. This dataset is derived from Sentinel-1/2 and ArcticDEM, using locally adaptive machine learning models trained by sample over 58,000 site locations.",Sun Yat-sen University,,TRUE,CC BY 4.0 International,"Xiaoqing Xu, Chong Liu, Caixia Liu, et al. (2022) . Circumpolar Arctic Land Cover for circa 2020 (CALC-2020). V1. Science Data Bank. https://doi.org/10.57760/sciencedb.01869.",Continental,https://doi.org/10.57760/sciencedb.01869,https://www.scidb.cn/en/detail?dataSetId=55d041817b184e1d95ae6d7c512b8612#p2
316,uguelph_arctic_wetlands_2023,Leveraging google earth engine cloud computing for large-scale arctic wetland mapping,english,"Climate-driven permafrost degradation and an intensification of the hydrological cycle are rapidly altering the intricate ecohydrological processes of Arctic wetlands, threatening their long-term carbon sequestration capabilities. Addressing this concern through effective management holds immense potential for climate regulation, mitigation, and adaptation efforts. As such, there is growing need for timely spatial inventory data identifying Arctic wetlands with sufficient accuracy, resolution, and detail. Wetland mapping at large scales necessitates the processing of large volumes of Earth observation (EO) data, a challenge known as “Big Data”. Consequently, in this study, we present a cloud-based methodology exploiting the remarkable collection of EO data and computational power of Google Earth Engine (GEE) to map Arctic wetlands at 10 m spatial resolution. Our workflow evaluated temporally aggregated optical and radar satellite imagery and novel hydro-physiographic layers as inputs into a robust Random Forest (RF) machine learning (ML) algorithm. Both pixel and object-based classification approaches were assessed, whereby ML models were calibrated with a training dataset of sufficient and comprehensive samples. The study was conducted over Canada’s Southern Arctic ecozone (830,000 km2). GEE enabled the efficient preprocessing and classification of large volumes of EO data and resulted in excellent yet similar statistical performance for both pixel and object-based approaches, achieving overall accuracies of > 89 % and mean F1-scores of > 0.79. Moreover, McNemar tests indicated that these classifications were not statistically different, which has significant implications regarding computing time and processing efficiencies. These results demonstrate the efficacy and scalability of our cloud-based GEE methodology, and as such can support future endeavors around Pan-Arctic wetland mapping and monitoring.",University of Guelph,,FALSE,Unknown,"Michael Merchant, Brian Brisco, Masoud Mahdianpari, Laura Bourgeau-Chavez, Kevin Murnaghan, Ben DeVries, Aaron Berg, Leveraging google earth engine cloud computing for large-scale arctic wetland mapping, International Journal of Applied Earth Observation and Geoinformation, Volume 125, 2023, 103589, ISSN 1569-8432, https://doi.org/10.1016/j.jag.2023.103589.",Regional,https://doi.org/10.1016/j.jag.2023.103589,https://www.sciencedirect.com/science/article/pii/S1569843223004132?via%3Dihub#f0010
317,nswgov_nsw_peat_2019,Peat-forming bogs and fens of the Snowy Mountains,english,"Bogs and fens are common in the Snowy Mountains of south-eastern New South Wales (NSW). This study provides the first comprehensive mapping of the region’s peatlands. It has been completed by using aerial photography and satellite imagery, supplemented by field checking, to create a spatial database of the mires. The boundaries generally reflect the situation in February 2003, immediately after a major fire prompted the collection of high resolution aerial photographs of the peatlands. The surface extent of the peatlands is combined with data on the depth of peat and its carbon content to estimate peat volumes and carbon storage. The accumulation history of the mires provided by a 30-year program of coring and radiocarbon dating was used to estimate the long term rates of peat accumulation and carbon sequestration. Mapping done by Rachel Nanson and Geoffrey Hope, ANU.","NSW Department of Climate Change, Energy, the Environment and Water",,TRUE,Creative Commons Attribution 4.0,"State Government of NSW and NSW Department of Climate Change, Energy, the Environment and Water 2019, Peat-forming bogs and fens of the Snowy Mountains, accessed from The Sharing and Enabling Environmental Data Portal [https://datasets.seed.nsw.gov.au/dataset/06b9b7b7-4214-4d8d-b442-ec3d4d69aa85], date accessed 2025-06-19.",Regional,NA,https://datasets.seed.nsw.gov.au/dataset/peat-forming-bogs-and-fens-of-the-snowy-mountains
318,uiuc_alaska_peat_2023,Alaska Peatland Map (2019-2021),english,"Peatlands cover 3% of the global land surface, yet store 25% of the world’s soil organic carbon. These organic-rich soils are widespread across permafrost regions, representing nearly 18% of land surface and storing between 500 and 600 petagrams of carbon (PgC). Peat (i.e., partially decomposed thick organic layers) accumulates due to the imbalance between plant production and decomposition often within saturated, nutrient deficient, and acidic soils, which limit decomposition. As warmer and drier conditions become more prevalent across northern ecosystems, the vulnerability of peatland soils may increase with the susceptibility of peat-fire ignitions, yet the distribution of peatlands across Alaska remains uncertain. Here we develop a new high-resolution (20 meter (m) resolution) wall-to-wall ~1.5 million square kilometer (km2) peatland map of Alaska, using a combination of Sentinel-1 (Dual-polarized Synthetic Aperture Radar), Sentinel-2 (Multi-Spectral Imager), and derivatives from the Arctic Digital Elevation Model (ArcticDEM). Machine learning classifiers were trained and tested using peat cores, ground observations, and sub-meter resolution image interpretation, which was spatially constrained by a peatland suitability model that described the extent of terrain suitable for peat accumulation. This product identifies peatlands in Polar, Boreal, and Maritime ecoregions in Alaska to cover 26,842 (4.6%), 69,783 (10.4%), and 13,506 (5.3%) km2, respectively.",University of Illinois Urbana-Champaign,,TRUE,Creative Commons Universal 1.0 Public Domain Dedication,"Mark J. Lara, Roger Michaelides, Duncan Anderson, Wenqu Chen, Emma Hall, Caroline Ludden, Aiden Schore, Umakant Mishra, & Sarah Scott. (2023). Alaska Peatland Map (2019-2021). Arctic Data Center. doi:10.18739/A2BZ6198H.",Regional,https://doi.org/10.18739/A2BZ6198H,https://arcticdata.io/catalog/view/doi%3A10.18739%2FA2BZ6198H
319,cwim_canada_wetland_2021,Canadian Wetland Inventory Map Version 3A (CWIM3A),english; french,"The third generation of high resolution 10-m wetland inventory map of Canada, covering an approximate area of one billion hectares, was generated using multi-year (2016-2020), multi-source imagery (Sentinel-1, Sentinel-2, ALOS PALSAR-2, and SRTM) Earth Observation (EO) data as well as environmental features. Over 8800 wetland polygons were processed within an object-based random forest classification scheme on the Google Earth Engine cloud computing platform. The average overall accuracy of 90.5% is an increase of 4.7% over CWIM2.",Government of Canada; Natural Resources Canada,,NA,Open Government License- Canada,NA,Canada,NA,"https://app.geo.ca/result/en/canadian-wetland-inventory-map-version-3a-(cwim3a)?id=87127901-bd6d-46de-9142-e1362d980174&lang=en#:~:text=Version%203A%20completed%20in%202022,to%20be%20published%20in%202025."
320,cifor_regional_vegetationmap_2024,Kapuas Hulu Ecological Vegetation Map,english,"Vegetation maps are a key tool to depict the mosaic of vegetation communities in the landscape are mirroring the state of land health and environment. They are compulsory in all integrated landscape management and development programs. Despite several UNESCO and FAO recommendations, these ecological vegetation maps are practically non-existent in South East Asia. In an effort to promote more bottom-up landscape management, CIRAD and CIFOR have developed a large-scale vegetation mapping initiative in line with the new regulation for mapping at the regency level.
Ecological mapping principles
The ecological vegetation map methodology used by CIRAD and CIFOR was developed by the Vegetation School of the Toulouse University in France. The method has been adopted by UNESCO and FAO in many countries. The principle is that it focuses on understanding the decisive ecological factor(s) that will induce the different vegetation types and their successional stages, and therefore it underlines the fact that vegetation is the finest indicator of the environment. The convention governing the use of colours and symbols is also specific to this kind of mapping has been recommended by UNESCO.
For Indonesia, it makes use of baseline internationally used ecological classification for the country enhanced by introducing the eco-floristic classification concept (Laumonier 1997).",Center for International Forestry Research and World Agroforestry (CIFOR-ICRAF),,TRUE,CC BY 4.0,"Laumonier, Y.; Hadi, D.P.; Setiabudi; Pribadi, U.A.; Narulita, S., 2020, ""Kapuas Hulu Ecological Vegetation Map 1:50 000"", https://doi.org/10.17528/CIFOR/DATA.00202, Center for International Forestry Research (CIFOR), V1 Pribadi, U.A.; Setiabudi; Suryadi, I.; Laumonier, Y., 2020, ""West Kalimantan Ecological Vegetation Map 1:50 000"", https://doi.org/10.17528/CIFOR/DATA.00203, Center for International Forestry Research (CIFOR), V1",Regional,NA,https://www2.cifor.org/map/vegetation/
321,tsu_russia_peat_2014,Great Vasyugan Mire: landscape structure and peat deposit structure features,english,"Research into the medium-forming role of bogs is done in the confined space of bog sites. Various bog types with specific conditions react to global climate change in different ways. To extrapolate fairly the data of selective (to the scale of Western Siberia) researches, the information about bog cover structure of a large area is necessary. In the paper, we present the data concerning landscape structure of the Great Vasyugan Mire over the area of 5.5 mn ha, in accordance with 15 types of bog sites. Peat deposit structure features are given for different bog types.",Tomsk State University,,FALSE,Unknown,"Berezin, A. E., Bazanov, V. A., Skugarev, A. A., Rybina, T. A., & Parshina, N. V. (2014). Great Vasyugan Mire: landscape structure and peat deposit structure features. International Journal of Environmental Studies, 71(5), 618–623. https://doi.org/10.1080/00207233.2014.942537 [dataset]",Regional,https://doi.org/10.1080/00207233.2014.942537,https://www.tandfonline.com/doi/full/10.1080/00207233.2014.942537?scroll=top&needAccess=true#d1e143
322,usgs_africa_terrestrial_2013,Africa Terrestrial Ecosystems,english,"Africa terrestrial ecosystems were modeled using a biophysical stratification approach based on mapping the major structural components of ecosystems. New 90 meter base resolution continental datasets were developed for several key physical environment datalayers including coastlines, land surface forms, surficial lithology, and bioclimates. These unique physical components, considered as the fundamental building blocks of ecosystems, were reviewed by regional vegetation and landscape ecology experts and used in a classification and regression tree (CART) inductive model to map intermediate scale Africa terrestrial ecosystems. In the final dataset a total of 126 terrestrial ecosystem types were mapped, each with multiple, repeating occurrences on the landscape.",United States Geological Survey,,TRUE,Unknown,"Sayre, R., 2023, Africa Terrestrial Ecosystems: U.S. Geological Survey data release, https://doi.org/10.5066/P9BHBKA2.",Africa,https://doi.org/10.5066/P9BHBKA2,https://www.aag.org/wp-content/uploads/2021/12/Africa_Ecosystems_Booklet.pdf
323,cfm_global_aridity_2000,Global Aridity Index and Potential Evapotranspiration (ET0) Climate Database v3,english,"The Global Aridity Index (Global-AI) and Global Reference Evapo-Transpiration (Global-ET0) datasets provided in Version 3 of the Global Aridity Index and Potential Evapo-Transpiration (ET0) Database (Global-AI_PET_v3) provide high-resolution (30 arc-seconds) global raster data for the 1970-2000 period, related to evapotranspiration processes and rainfall deficit for potential vegetative growth, based upon implementation of the FAO-56 Penman-Monteith Reference Evapotranspiration (ET0) equation.","Centre for Mountain Futures, Kunming Institute of Botany, Chinese Academy of Science, Kunming, 650201, Yunnan, China, CIFOR-ICRAF China Program, World Agroforestry (ICRAF), Kunming, China",,TRUE,CC BY 4.0,"Zomer, R.J., Xu, J., Trabucco, A. 2022 Global Aridity Index and Potential Evapotranspiration (ET0) Database: Version 3. Scientific Data (In revision).",Global,https://doi.org/10.6084/m9.figshare.7504448.v5,https://figshare.com/articles/dataset/Global_Aridity_Index_and_Potential_Evapotranspiration_ET0_Climate_Database_v2/7504448/7
324,laboasis_saharaarab_oases_nd,Atlas of Saharan and Arabian Oases,english,NA,LabOasis Foundation,,FALSE,NA,NA,Regional,NA,https://www.laboasis.org/atlas-saharan-and-arabian-oases/#depression
325,dea_africa_crops_2019,Digital Earth Africa's cropland extent map Africa 2019,english,"Digital Earth Africa's cropland extent map (2019) shows the estimated location of croplands in Africa for the period January to December 2019. Cropland is defined as: ""a piece of land of minimum 0.01 ha (a single 10m x 10m pixel) that is sowed/planted and harvest-able at least once within the 12 months after the sowing/planting date."" This definition will exclude non-planted grazing lands and perennial crops which can be difficult for satellite imagery to differentiate from natural vegetation. This provisional cropland extent map has a resolution of 10m, and was built using Copernicus Sentinel-2 satellite images from 2019. The cropland extent map was produced using extensive training data from regions across Africa, coupled with a Random Forest machine learning model. The continental service contains maps built separately for eight Agro-Ecological Zones (AEZs). For a detailed exploration of the methods used to produce the cropland extent map, read the Jupyter Notebooks in DE Africa’s crop-mask GitHub repository.",Digital Earth Africa,,TRUE,CC BY 4.0,Digital Earth Africa Cropland Extent Map (2019) was accessed on DATE from https://registry.opendata.aws/deafrica-crop-extent.,Africa,NA,https://explorer.digitalearth.africa/products/crop_mask
326,gddc_socotra_terrestrial_2013,Vegetation mapping from high-resolution satellite images in the heterogeneous arid environments of Socotra Island (Yemen),english,"Socotra Island (Yemen), a global biodiversity hotspot, is characterized by high geomorphological and biological diversity. In this study, we present a high-resolution vegetation map of the island based on combining vegetation analysis and classification with remote sensing. Two different image classification approaches were tested to assess the most accurate one in mapping the vegetation mosaic of Socotra. Spectral signatures of the vegetation classes were obtained through a Gaussian mixture distribution model, and a sequential maximum a posteriori (SMAP) classification was applied to account for the heterogeneity and the complex spatial pattern of the arid vegetation. This approach was compared to the traditional maximum likelihood (ML) classification. Satellite data were represented by a RapidEye image with 5 m pixel resolution and five spectral bands. Classified vegetation relevés were used to obtain the training and evaluation sets for the main plant communities. Postclassification sorting was performed to adjust the classification through various rule-based operations. Twenty-eight classes were mapped, and SMAP, with an accuracy of 87%, proved to be more effective than ML (accuracy: 66%). The resulting map will represent an important instrument for the elaboration of conservation strategies and the sustainable use of natural resources in the island.",General Directorate for Development Co-operation,,FALSE,unknown,"Luca Malatesta, Fabio Attorre, Alfredo Altobelli, Ahmed Adeeb, Michele De Sanctis, Nadim M. Taleb, Paul T. Scholte, and Marcello Vitale ""Vegetation mapping from high-resolution satellite images in the heterogeneous arid environments of Socotra Island (Yemen),"" Journal of Applied Remote Sensing 7(1), 073527 (2 August 2013). https://doi.org/10.1117/1.JRS.7.073527",Regional,https://doi.org/10.1117/1.JRS.7.073527,https://www.spiedigitallibrary.org/journals/journal-of-applied-remote-sensing/volume-7/issue-01/073527/Vegetation-mapping-from-high-resolution-satellite-images-in-the-heterogeneous/10.1117/1.JRS.7.073527.full
327,bcc_armenia_eco_2025,Ecosystem accounting of Armenia,english,"Ecosystem mapping and accounting are essential for biodiversity conservation and ecosystem services maintenance. In this study, we tested a simple geographic information system approach by overlaying Armenia’s landscape zones with land cover data from the Environmental Systems Research Institute and the European Space Agency. This analysis resulted in maps of 20 combinations of woody and non-woody land cover classes across 10 landscape zones, which we term landscape-land cover classes (LLCCs) and use as proxies for natural ecosystems. The LLCC-based method employed in this study accounts for the landscape and geographic specificity of terrestrial ecosystems, providing data on the extent of LLCCs within ecosystem accounting areas (EAAs), identifying rare LLCCs, and tracking changes in their extent following updates to land cover data. We found this approach applicable for assessing the extent and changes of LLCCs whose area exceeds the margin of error in land cover identification. In addition, it provides a useful framework for developing a prototype of ecosystem accounting in EAAs lacking regularly updated ecosystem maps.",BCC Armenia,,TRUE,CC BY-SA 2.0,"Bukvareva E., Grigoryan A., Dubinin M., Kazakov E. Integrating actual land cover data and landscape zone map to assess terrestrial ecosystems in Armenia. Explora: Environment and Resource  4996. [dataset] https://doi.org/10.36922/eer.4996",Armenia,https://doi.org/10.36922/eer.4996,https://bccarmenia.nextgis.com/resource/113/display?panel=layers
